id;age;job;marital;education;default;housing;loan;contact;month;day_of_week;campaign;pdays;previous;poutcome;emp.var.rate;cons.price.idx;cons.conf.idx;euribor3m;nr.employed;y
4615;30;technician;single;professional.course;0;0;0;cellular;aug;thu;1;999;0;0nexistent;1.4;93.444;-36.1;4.963;5228.1;0
4616;36;technician;single;professional.course;0;0;0;cellular;jun;fri;2;999;0;0nexistent;-2.9;92.963;-40.8;1.268;5076.2;1
4617;33;technician;married;professional.course;0;0;1;cellular;apr;thu;3;999;1;failure;-1.8;93.075;-47.1;1.41;5099.1;0
4619;33;admin.;married;university.degree;0;1;0;cellular;aug;thu;1;999;0;0nexistent;1.4;93.444;-36.1;4.968;5228.1;0
4622;28;blue-collar;married;basic.9y;0;0;1;telephone;may;wed;1;999;0;0nexistent;1.1;93.994;-36.4;4.856;5191;0
4624;37;blue-collar;married;high.school;0;1;0;telephone;jun;mon;4;999;0;0nexistent;1.4;94.465;-41.8;4.961;5228.1;0
4626;40;entrepreneur;married;basic.9y;0;1;0;cellular;0v;tue;1;999;1;failure;-0.1;93.2;-42;4.153;5195.8;0
4628;57;self-employed;married;NA;NA;1;0;telephone;jun;tue;1;999;0;0nexistent;1.4;94.465;-41.8;4.961;5228.1;0
4629;81;retired;divorced;basic.4y;0;1;0;cellular;dec;fri;3;999;0;0nexistent;-3;92.713;-33;0.714;5023.5;1
4630;37;admin.;married;university.degree;NA;0;0;cellular;aug;thu;1;999;0;0nexistent;1.4;93.444;-36.1;4.968;5228.1;0
4631;57;technician;married;high.school;0;1;1;cellular;aug;wed;2;4;1;success;-2.9;92.201;-31.4;0.884;5076.2;1
4632;37;services;married;basic.6y;0;1;0;cellular;may;tue;1;999;0;0nexistent;-1.8;92.893;-46.2;1.344;5099.1;0
4633;24;admin.;married;high.school;0;1;0;cellular;may;thu;4;999;1;failure;-1.8;92.893;-46.2;1.266;5099.1;0
4634;40;blue-collar;married;professional.course;NA;0;0;telephone;jun;fri;2;999;0;0nexistent;1.4;94.465;-41.8;4.967;5228.1;1
4636;42;blue-collar;married;basic.4y;0;NA;NA;cellular;jul;fri;1;999;0;0nexistent;1.4;93.918;-42.7;4.963;5228.1;0
4637;39;admin.;married;university.degree;0;0;0;telephone;may;mon;6;999;0;0nexistent;1.1;93.994;-36.4;4.857;5191;1
4639;26;admin.;single;university.degree;0;0;0;telephone;jun;thu;1;999;0;0nexistent;1.4;94.465;-41.8;4.961;5228.1;0
4640;30;admin.;divorced;university.degree;NA;0;0;telephone;may;thu;2;999;0;0nexistent;1.1;93.994;-36.4;4.855;5191;0
4641;40;blue-collar;married;high.school;0;1;0;telephone;may;tue;1;999;0;0nexistent;1.1;93.994;-36.4;4.857;5191;0
4642;44;technician;married;professional.course;0;1;0;cellular;aug;tue;1;999;0;0nexistent;1.4;93.444;-36.1;4.963;5228.1;0
4643;25;NA;single;university.degree;0;1;0;telephone;apr;thu;2;999;0;0nexistent;-1.8;93.075;-47.1;1.365;5099.1;1
4645;41;admin.;divorced;high.school;0;0;0;telephone;may;mon;4;999;0;0nexistent;1.1;93.994;-36.4;4.857;5191;0
4646;47;technician;divorced;professional.course;NA;0;0;telephone;may;wed;3;999;0;0nexistent;1.1;93.994;-36.4;4.856;5191;0
4647;44;blue-collar;married;basic.9y;0;0;0;telephone;jun;fri;4;999;0;0nexistent;1.4;94.465;-41.8;4.959;5228.1;0
4648;28;admin.;married;high.school;0;1;0;telephone;may;mon;2;999;0;0nexistent;1.1;93.994;-36.4;4.857;5191;0
4650;28;blue-collar;single;basic.9y;0;1;0;cellular;jul;fri;1;999;0;0nexistent;1.4;93.918;-42.7;4.962;5228.1;0
4652;29;unemployed;married;basic.4y;0;0;0;telephone;dec;thu;1;999;0;0nexistent;-3;92.713;-33;0.714;5023.5;1
4653;32;technician;single;university.degree;0;1;1;cellular;may;tue;2;999;1;failure;-1.8;92.893;-46.2;1.291;5099.1;0
4654;60;retired;married;university.degree;NA;1;0;cellular;aug;mon;1;999;0;0nexistent;1.4;93.444;-36.1;4.97;5228.1;0
4655;43;blue-collar;single;basic.4y;NA;0;0;telephone;may;wed;3;999;0;0nexistent;1.1;93.994;-36.4;4.858;5191;0
4657;44;blue-collar;married;basic.9y;NA;1;0;telephone;jun;mon;1;999;0;0nexistent;1.4;94.465;-41.8;4.865;5228.1;0
4658;53;technician;divorced;high.school;0;0;0;cellular;0v;thu;1;999;1;failure;-0.1;93.2;-42;4.076;5195.8;0
4659;49;blue-collar;married;basic.4y;NA;1;0;telephone;may;fri;1;999;0;0nexistent;1.1;93.994;-36.4;4.859;5191;0
4660;39;blue-collar;married;basic.4y;0;0;0;cellular;may;thu;1;999;0;0nexistent;-1.8;92.893;-46.2;1.327;5099.1;0
4662;34;admin.;married;university.degree;0;1;0;cellular;aug;mon;1;999;0;0nexistent;-2.9;92.201;-31.4;0.821;5076.2;0
4664;57;technician;married;university.degree;0;0;0;cellular;aug;thu;1;999;0;0nexistent;1.4;93.444;-36.1;4.963;5228.1;0
4666;29;technician;single;university.degree;0;0;0;telephone;may;wed;1;999;0;0nexistent;1.1;93.994;-36.4;4.858;5191;0
4667;40;blue-collar;married;basic.9y;NA;0;0;telephone;may;wed;4;999;0;0nexistent;1.1;93.994;-36.4;4.856;5191;0
4668;66;retired;married;basic.4y;0;1;1;telephone;0v;thu;1;999;0;0nexistent;-3.4;92.649;-30.1;0.714;5017.5;1
4671;49;self-employed;married;university.degree;0;0;0;cellular;0v;thu;3;999;0;0nexistent;-0.1;93.2;-42;4.076;5195.8;0
4672;32;admin.;married;high.school;NA;1;0;telephone;may;mon;3;999;0;0nexistent;1.1;93.994;-36.4;4.858;5191;0
4673;36;technician;married;basic.6y;0;1;0;telephone;may;mon;3;999;0;0nexistent;1.1;93.994;-36.4;4.858;5191;0
4674;51;technician;married;high.school;0;0;0;cellular;jul;thu;4;999;0;0nexistent;1.4;93.918;-42.7;4.962;5228.1;0
4675;41;blue-collar;married;basic.9y;0;1;0;telephone;may;tue;1;999;0;0nexistent;1.1;93.994;-36.4;4.857;5191;0
4676;31;blue-collar;married;basic.9y;NA;1;0;telephone;jun;fri;3;999;0;0nexistent;1.4;94.465;-41.8;4.959;5228.1;0
4677;39;blue-collar;married;basic.6y;0;0;0;cellular;apr;fri;2;999;0;0nexistent;-1.8;93.075;-47.1;1.479;5099.1;0
4678;38;blue-collar;married;basic.9y;0;1;1;telephone;may;fri;1;999;0;0nexistent;1.1;93.994;-36.4;4.864;5191;0
4679;25;student;single;high.school;0;1;1;cellular;may;mon;5;999;0;0nexistent;-1.8;92.893;-46.2;1.244;5099.1;0
4680;40;blue-collar;married;basic.9y;0;1;0;telephone;jul;thu;2;999;0;0nexistent;1.4;93.918;-42.7;4.966;5228.1;0
4681;31;services;married;basic.9y;0;0;0;telephone;may;tue;2;999;0;0nexistent;1.1;93.994;-36.4;4.856;5191;1
4682;61;retired;married;university.degree;0;1;0;cellular;aug;tue;1;999;0;0nexistent;-2.9;92.201;-31.4;0.859;5076.2;0
4683;46;admin.;married;university.degree;0;1;0;cellular;jul;fri;3;999;0;0nexistent;-1.7;94.215;-40.3;0.822;4991.6;1
4684;56;housemaid;married;basic.4y;0;0;0;telephone;may;mon;1;999;0;0nexistent;1.1;93.994;-36.4;4.857;5191;0
4685;25;student;single;high.school;0;0;0;cellular;may;thu;7;999;0;0nexistent;-1.8;92.893;-46.2;1.266;5099.1;0
4687;40;technician;single;professional.course;0;1;0;cellular;apr;mon;1;999;0;0nexistent;-1.8;93.075;-47.1;1.405;5099.1;0
4688;32;entrepreneur;married;basic.4y;0;1;0;telephone;0v;wed;1;999;0;0nexistent;-0.1;93.2;-42;4.12;5195.8;0
4689;34;entrepreneur;single;NA;NA;1;0;telephone;may;thu;1;999;0;0nexistent;1.1;93.994;-36.4;4.86;5191;0
4690;30;blue-collar;married;basic.9y;0;1;0;cellular;jul;wed;1;999;0;0nexistent;1.4;93.918;-42.7;4.962;5228.1;0
4693;32;admin.;married;university.degree;0;1;1;cellular;mar;mon;3;999;0;0nexistent;-1.8;92.843;-50;1.52;5099.1;0
4694;23;entrepreneur;married;university.degree;0;1;0;cellular;aug;thu;1;999;0;0nexistent;1.4;93.444;-36.1;4.964;5228.1;0
4695;57;self-employed;married;university.degree;0;1;0;cellular;may;mon;3;999;0;0nexistent;-1.8;92.893;-46.2;1.354;5099.1;1
4696;33;blue-collar;married;basic.9y;0;1;1;cellular;may;fri;1;999;0;0nexistent;-1.8;92.893;-46.2;1.313;5099.1;0
4697;38;blue-collar;single;high.school;0;1;0;cellular;mar;wed;1;13;2;failure;-1.8;93.369;-34.8;0.655;5008.7;1
4699;59;management;married;basic.4y;NA;NA;NA;telephone;may;tue;1;999;0;0nexistent;1.1;93.994;-36.4;4.857;5191;0
4700;56;blue-collar;single;basic.6y;0;1;0;telephone;may;fri;1;999;0;0nexistent;1.1;93.994;-36.4;4.859;5191;0
4701;42;services;married;basic.6y;0;1;0;telephone;may;thu;1;999;0;0nexistent;1.1;93.994;-36.4;4.86;5191;0
4703;36;technician;married;professional.course;0;0;0;cellular;aug;mon;3;999;0;0nexistent;1.4;93.444;-36.1;4.965;5228.1;1
4704;38;technician;single;professional.course;0;1;0;cellular;sep;thu;3;22;1;success;-1.1;94.199;-37.5;0.879;4963.6;1
4706;33;blue-collar;single;basic.6y;0;0;1;cellular;jul;mon;3;999;0;0nexistent;1.4;93.918;-42.7;4.96;5228.1;0
4707;31;admin.;single;university.degree;NA;0;0;telephone;may;fri;1;999;0;0nexistent;-1.8;92.893;-46.2;1.313;5099.1;0
4708;31;services;single;basic.6y;0;1;0;telephone;may;fri;2;999;0;0nexistent;1.1;93.994;-36.4;4.857;5191;0
4710;34;admin.;married;university.degree;0;0;0;telephone;jun;fri;2;999;0;0nexistent;1.4;94.465;-41.8;4.967;5228.1;0
4711;44;technician;married;professional.course;0;1;1;cellular;may;thu;3;999;0;0nexistent;-1.8;92.893;-46.2;1.266;5099.1;0
4712;33;admin.;single;university.degree;NA;1;1;cellular;aug;wed;1;999;0;0nexistent;1.4;93.444;-36.1;4.965;5228.1;0
4713;47;admin.;married;high.school;0;0;0;cellular;aug;thu;1;999;0;0nexistent;1.4;93.444;-36.1;4.964;5228.1;0
4715;44;admin.;married;high.school;0;0;0;telephone;may;wed;2;999;0;0nexistent;1.1;93.994;-36.4;4.858;5191;0
4716;47;management;divorced;university.degree;0;1;0;telephone;jun;fri;2;999;0;0nexistent;1.4;94.465;-41.8;4.959;5228.1;0
4717;27;management;single;university.degree;0;1;0;telephone;may;tue;2;999;0;0nexistent;1.1;93.994;-36.4;4.856;5191;0
4718;37;services;divorced;high.school;NA;1;1;cellular;apr;mon;1;999;1;failure;-1.8;93.075;-47.1;1.405;5099.1;0
4720;36;admin.;married;university.degree;0;1;0;telephone;may;mon;2;999;0;0nexistent;1.1;93.994;-36.4;4.857;5191;0
4722;39;blue-collar;divorced;NA;0;0;0;cellular;may;thu;1;999;0;0nexistent;-1.8;92.893;-46.2;1.327;5099.1;0
4723;55;technician;married;professional.course;0;1;1;telephone;may;fri;1;999;0;0nexistent;1.1;93.994;-36.4;4.857;5191;0
4725;65;retired;married;basic.4y;0;1;1;cellular;oct;mon;1;3;1;success;-1.1;94.601;-49.5;0.977;4963.6;1
4726;43;management;divorced;high.school;0;1;0;cellular;0v;mon;2;999;0;0nexistent;-0.1;93.2;-42;4.191;5195.8;0
4729;43;self-employed;married;high.school;NA;0;0;cellular;apr;wed;1;999;0;0nexistent;-1.8;93.075;-47.1;1.498;5099.1;0
4730;41;services;married;high.school;NA;1;0;telephone;may;fri;3;999;0;0nexistent;1.1;93.994;-36.4;4.864;5191;0
4731;22;student;single;university.degree;0;1;0;cellular;oct;tue;1;999;0;0nexistent;-1.1;94.601;-49.5;0.982;4963.6;0
4732;37;entrepreneur;single;professional.course;0;1;0;cellular;jul;fri;2;999;0;0nexistent;1.4;93.918;-42.7;4.957;5228.1;0
4734;43;blue-collar;married;basic.6y;0;0;0;cellular;may;mon;2;999;1;failure;-1.8;92.893;-46.2;1.299;5099.1;0
4735;32;entrepreneur;married;university.degree;0;0;0;cellular;aug;mon;5;999;0;0nexistent;1.4;93.444;-36.1;4.965;5228.1;0
4736;21;student;single;high.school;0;0;0;cellular;jun;wed;4;999;0;0nexistent;-2.9;92.963;-40.8;1.26;5076.2;0
4738;51;blue-collar;married;basic.9y;NA;0;0;cellular;aug;thu;2;999;0;0nexistent;1.4;93.444;-36.1;4.964;5228.1;0
4739;45;housemaid;married;high.school;NA;0;0;cellular;0v;wed;3;999;0;0nexistent;-0.1;93.2;-42;4.12;5195.8;0
4740;28;admin.;single;NA;0;1;0;telephone;may;wed;2;999;0;0nexistent;1.1;93.994;-36.4;4.857;5191;0
4742;27;blue-collar;married;basic.9y;0;1;1;telephone;may;tue;2;999;0;0nexistent;1.1;93.994;-36.4;4.856;5191;0
4743;55;retired;married;professional.course;0;1;0;cellular;aug;thu;3;999;0;0nexistent;1.4;93.444;-36.1;4.968;5228.1;0
4744;35;technician;divorced;professional.course;0;0;0;cellular;jul;tue;4;999;0;0nexistent;1.4;93.918;-42.7;4.961;5228.1;0
4746;31;technician;divorced;high.school;0;0;0;cellular;aug;mon;5;999;0;0nexistent;1.4;93.444;-36.1;4.965;5228.1;0
4747;79;retired;married;basic.9y;0;0;0;cellular;may;tue;1;999;0;0nexistent;-1.8;93.876;-40;0.668;5008.7;0
4748;47;blue-collar;divorced;basic.9y;0;1;0;cellular;jul;tue;1;999;0;0nexistent;1.4;93.918;-42.7;4.962;5228.1;0
4749;24;admin.;single;high.school;0;1;1;telephone;jul;tue;1;999;0;0nexistent;1.4;93.918;-42.7;4.961;5228.1;0
4751;39;admin.;married;high.school;0;0;0;cellular;jul;fri;2;999;0;0nexistent;1.4;93.918;-42.7;4.962;5228.1;0
4752;37;management;married;university.degree;NA;0;1;cellular;apr;fri;1;999;1;failure;-1.8;93.075;-47.1;1.405;5099.1;0
4753;27;admin.;single;high.school;0;0;0;cellular;jul;tue;1;999;0;0nexistent;1.4;93.918;-42.7;4.962;5228.1;0
4754;34;blue-collar;single;basic.9y;0;0;0;cellular;may;thu;3;999;0;0nexistent;-1.8;92.893;-46.2;1.266;5099.1;0
4755;30;blue-collar;married;basic.9y;NA;1;0;telephone;may;thu;1;999;0;0nexistent;1.1;93.994;-36.4;4.855;5191;0
4757;26;NA;single;high.school;NA;1;1;telephone;jun;wed;15;999;0;0nexistent;1.4;94.465;-41.8;4.864;5228.1;1
4758;45;services;married;basic.9y;0;0;0;telephone;may;thu;1;999;0;0nexistent;1.1;93.994;-36.4;4.855;5191;0
4759;50;self-employed;married;university.degree;0;1;1;telephone;may;tue;1;999;0;0nexistent;1.1;93.994;-36.4;4.856;5191;0
4760;48;management;married;high.school;NA;0;0;cellular;0v;wed;3;999;0;0nexistent;-0.1;93.2;-42;4.12;5195.8;0
4761;69;retired;married;basic.9y;0;1;0;cellular;sep;wed;1;5;1;success;-3.4;92.379;-29.8;0.781;5017.5;0
4762;41;technician;married;NA;0;1;1;cellular;may;mon;1;3;2;success;-1.8;92.893;-46.2;1.354;5099.1;1
4763;28;services;married;high.school;0;1;0;telephone;may;mon;1;999;0;0nexistent;1.1;93.994;-36.4;4.857;5191;0
4764;48;admin.;married;NA;NA;0;0;cellular;0v;tue;1;999;0;0nexistent;-0.1;93.2;-42;4.153;5195.8;0
4765;36;blue-collar;married;high.school;0;0;0;telephone;jun;wed;5;999;0;0nexistent;1.4;94.465;-41.8;4.962;5228.1;0
4766;25;services;single;NA;0;1;1;telephone;may;thu;3;999;0;0nexistent;1.1;93.994;-36.4;4.86;5191;0
4767;29;technician;single;NA;0;0;0;telephone;jun;mon;4;999;0;0nexistent;1.4;94.465;-41.8;4.865;5228.1;0
4768;40;blue-collar;married;basic.4y;0;1;0;cellular;apr;fri;2;999;0;0nexistent;-1.8;93.075;-47.1;1.405;5099.1;0
4769;35;technician;married;university.degree;0;0;0;cellular;aug;fri;3;999;0;0nexistent;-2.9;92.201;-31.4;0.869;5076.2;0
4770;29;entrepreneur;married;university.degree;0;1;0;cellular;jul;tue;2;999;0;0nexistent;1.4;93.918;-42.7;4.962;5228.1;0
4771;35;entrepreneur;married;university.degree;0;1;0;cellular;may;wed;5;999;0;0nexistent;-1.8;92.893;-46.2;1.281;5099.1;0
4774;39;blue-collar;married;basic.9y;0;1;0;cellular;0v;wed;1;999;0;0nexistent;-0.1;93.2;-42;4.12;5195.8;0
4775;47;blue-collar;married;basic.4y;0;1;0;cellular;jul;tue;2;999;0;0nexistent;1.4;93.918;-42.7;4.961;5228.1;0
4776;41;technician;married;high.school;0;0;0;telephone;may;tue;1;999;0;0nexistent;1.1;93.994;-36.4;4.857;5191;0
4777;49;technician;married;university.degree;0;0;0;cellular;aug;tue;1;999;0;0nexistent;-2.9;92.201;-31.4;0.859;5076.2;0
4779;34;admin.;married;university.degree;0;0;0;cellular;aug;fri;1;999;0;0nexistent;-2.9;92.201;-31.4;0.881;5076.2;0
4780;55;admin.;married;professional.course;0;1;0;cellular;dec;thu;1;9;2;success;-3;92.713;-33;0.714;5023.5;1
4781;50;blue-collar;married;basic.6y;0;1;0;cellular;0v;mon;2;999;1;failure;-0.1;93.2;-42;4.191;5195.8;0
4782;33;technician;divorced;high.school;0;1;0;cellular;may;tue;1;999;0;0nexistent;-1.8;92.893;-46.2;1.291;5099.1;0
4783;27;blue-collar;single;basic.9y;0;1;0;cellular;jul;mon;3;999;0;0nexistent;1.4;93.918;-42.7;4.962;5228.1;0
4784;42;admin.;married;professional.course;0;1;1;cellular;may;mon;2;999;0;0nexistent;-1.8;92.893;-46.2;1.354;5099.1;0
4785;55;admin.;married;high.school;0;1;0;cellular;jul;mon;3;999;0;0nexistent;1.4;93.918;-42.7;4.96;5228.1;0
4787;33;admin.;married;university.degree;0;0;0;cellular;aug;fri;1;999;0;0nexistent;1.4;93.444;-36.1;4.964;5228.1;0
4790;30;services;married;basic.9y;0;0;1;telephone;jul;thu;2;999;0;0nexistent;1.4;93.918;-42.7;4.966;5228.1;0
4791;28;admin.;single;university.degree;0;0;0;cellular;aug;tue;1;999;2;failure;-2.9;92.201;-31.4;0.883;5076.2;0
4792;45;admin.;married;university.degree;0;0;0;cellular;aug;thu;1;999;0;0nexistent;-1.7;94.027;-38.3;0.904;4991.6;1
4793;53;NA;married;NA;NA;0;0;cellular;aug;tue;9;999;0;0nexistent;1.4;93.444;-36.1;4.965;5228.1;0
4794;36;admin.;married;university.degree;0;1;1;cellular;sep;tue;2;999;0;0nexistent;-3.4;92.379;-29.8;0.819;5017.5;0
4795;39;technician;married;university.degree;0;1;0;cellular;jun;mon;1;3;5;success;-1.7;94.055;-39.8;0.72;4991.6;1
4796;57;self-employed;married;university.degree;NA;1;0;telephone;jul;mon;1;999;0;0nexistent;1.4;93.918;-42.7;4.962;5228.1;0
4797;50;technician;married;high.school;0;1;0;telephone;0v;thu;2;999;1;failure;-0.1;93.2;-42;4.076;5195.8;0
4798;50;services;single;basic.6y;NA;1;0;cellular;apr;thu;1;999;0;0nexistent;-1.8;93.075;-47.1;1.41;5099.1;0
4799;30;blue-collar;married;basic.4y;NA;0;0;telephone;may;fri;3;999;1;failure;-1.8;92.893;-46.2;1.313;5099.1;0
4802;32;admin.;single;university.degree;0;1;1;cellular;aug;tue;8;999;0;0nexistent;1.4;93.444;-36.1;4.963;5228.1;0
4803;33;housemaid;single;high.school;NA;1;1;cellular;apr;mon;1;999;1;failure;-1.8;93.075;-47.1;1.405;5099.1;0
4804;34;services;married;high.school;0;0;0;cellular;may;wed;3;999;0;0nexistent;-1.8;92.893;-46.2;1.27;5099.1;0
4805;41;admin.;married;university.degree;0;0;0;cellular;aug;wed;5;999;0;0nexistent;1.4;93.444;-36.1;4.964;5228.1;0
4806;37;admin.;married;basic.9y;0;1;0;cellular;may;tue;2;999;1;failure;-1.8;92.893;-46.2;1.344;5099.1;0
4807;41;technician;married;university.degree;0;1;0;cellular;aug;mon;2;999;0;0nexistent;1.4;93.444;-36.1;4.97;5228.1;0
4808;43;admin.;married;university.degree;0;1;0;cellular;aug;wed;4;999;0;0nexistent;1.4;93.444;-36.1;4.964;5228.1;0
4809;60;blue-collar;married;basic.4y;0;1;0;cellular;may;mon;2;6;2;success;-1.8;93.876;-40;0.685;5008.7;1
4810;50;admin.;married;university.degree;0;1;1;cellular;aug;thu;4;999;0;0nexistent;1.4;93.444;-36.1;4.963;5228.1;0
4811;41;admin.;divorced;high.school;0;0;0;telephone;apr;thu;2;999;0;0nexistent;-1.8;93.749;-34.6;0.635;5008.7;1
4812;41;blue-collar;married;high.school;0;1;0;cellular;apr;mon;1;999;1;failure;-1.8;93.075;-47.1;1.405;5099.1;0
4813;31;self-employed;single;university.degree;0;1;0;cellular;0v;mon;2;999;1;failure;-0.1;93.2;-42;4.191;5195.8;0
4814;27;technician;single;university.degree;0;0;0;cellular;aug;thu;1;4;1;success;-2.9;92.201;-31.4;0.873;5076.2;0
4815;36;services;single;NA;0;0;0;telephone;may;tue;1;999;0;0nexistent;1.1;93.994;-36.4;4.856;5191;0
4816;44;blue-collar;single;basic.9y;0;0;0;telephone;may;thu;1;999;0;0nexistent;1.1;93.994;-36.4;4.86;5191;0
4817;50;blue-collar;single;basic.9y;NA;0;0;telephone;jun;tue;2;999;0;0nexistent;1.4;94.465;-41.8;4.961;5228.1;0
4818;27;admin.;single;university.degree;0;1;0;cellular;aug;tue;1;6;1;success;-2.9;92.201;-31.4;0.883;5076.2;0
4819;27;blue-collar;single;high.school;0;1;0;cellular;jul;thu;5;999;2;failure;-1.7;94.215;-40.3;0.846;4991.6;0
4820;40;unemployed;married;professional.course;0;0;1;telephone;sep;fri;1;999;0;0nexistent;-3.4;92.379;-29.8;0.773;5017.5;1
4821;39;unemployed;married;university.degree;0;1;0;telephone;may;thu;2;999;0;0nexistent;1.1;93.994;-36.4;4.855;5191;0
4822;36;blue-collar;single;basic.6y;0;1;0;telephone;jun;tue;8;999;0;0nexistent;1.4;94.465;-41.8;4.961;5228.1;0
4823;50;blue-collar;married;basic.4y;0;0;0;cellular;jul;mon;3;999;0;0nexistent;1.4;93.918;-42.7;4.962;5228.1;1
4824;51;blue-collar;married;basic.6y;0;1;0;telephone;may;tue;2;999;0;0nexistent;-1.8;92.893;-46.2;1.291;5099.1;0
4826;21;student;single;professional.course;0;0;0;telephone;0v;wed;1;999;0;0nexistent;-3.4;92.649;-30.1;0.716;5017.5;0
4827;29;blue-collar;married;basic.9y;0;1;0;cellular;jul;mon;1;999;0;0nexistent;1.4;93.918;-42.7;4.96;5228.1;0
4828;54;technician;single;university.degree;NA;NA;NA;telephone;may;tue;1;999;0;0nexistent;1.1;93.994;-36.4;4.856;5191;0
4831;36;technician;married;university.degree;0;1;0;telephone;jun;mon;2;999;0;0nexistent;1.4;94.465;-41.8;4.961;5228.1;0
4832;36;blue-collar;married;basic.4y;NA;0;0;cellular;may;fri;1;999;0;0nexistent;-1.8;92.893;-46.2;1.313;5099.1;0
4833;53;management;married;university.degree;0;0;0;cellular;jul;tue;2;999;0;0nexistent;1.4;93.918;-42.7;4.961;5228.1;0
4834;31;blue-collar;married;basic.6y;0;0;0;cellular;aug;tue;1;999;0;0nexistent;1.4;93.444;-36.1;4.966;5228.1;0
4835;43;admin.;single;high.school;0;1;0;cellular;jul;fri;1;999;0;0nexistent;1.4;93.918;-42.7;4.962;5228.1;0
4837;30;blue-collar;single;high.school;0;1;1;cellular;may;fri;2;999;1;failure;-1.8;92.893;-46.2;1.25;5099.1;0
4839;30;management;divorced;university.degree;0;0;1;telephone;may;fri;4;999;0;0nexistent;1.1;93.994;-36.4;4.857;5191;0
4840;36;blue-collar;married;basic.9y;NA;1;0;cellular;may;tue;5;999;0;0nexistent;-1.8;92.893;-46.2;1.344;5099.1;0
4841;26;blue-collar;single;basic.9y;NA;1;0;cellular;may;thu;3;999;0;0nexistent;-1.8;92.893;-46.2;1.266;5099.1;0
4843;31;self-employed;divorced;university.degree;0;1;0;cellular;jul;thu;3;999;0;0nexistent;1.4;93.918;-42.7;4.958;5228.1;0
4844;22;blue-collar;single;basic.9y;0;1;0;cellular;jul;mon;3;999;0;0nexistent;1.4;93.918;-42.7;4.962;5228.1;0
4846;45;self-employed;married;basic.9y;NA;1;0;cellular;aug;thu;1;999;0;0nexistent;1.4;93.444;-36.1;4.964;5228.1;0
4850;57;retired;married;basic.4y;NA;1;1;cellular;jul;wed;1;999;0;0nexistent;1.4;93.918;-42.7;4.962;5228.1;0
4851;52;admin.;married;university.degree;0;1;1;cellular;0v;mon;1;999;1;failure;-0.1;93.2;-42;4.191;5195.8;0
4852;34;admin.;married;university.degree;0;0;0;telephone;sep;fri;2;999;0;0nexistent;-3.4;92.379;-29.8;0.773;5017.5;1
4853;47;blue-collar;married;basic.6y;NA;1;1;telephone;may;fri;1;999;0;0nexistent;1.1;93.994;-36.4;4.859;5191;0
4854;59;admin.;divorced;high.school;0;0;0;cellular;0v;thu;3;3;2;success;-1.1;94.767;-50.8;1.05;4963.6;1
4855;46;blue-collar;married;basic.4y;NA;0;0;telephone;may;mon;2;999;0;0nexistent;-1.8;92.893;-46.2;1.299;5099.1;0
4856;43;housemaid;married;basic.4y;0;1;0;cellular;jul;wed;1;999;0;0nexistent;1.4;93.918;-42.7;4.962;5228.1;0
4857;48;NA;married;basic.4y;NA;0;0;telephone;may;fri;2;999;0;0nexistent;1.1;93.994;-36.4;4.859;5191;0
4860;37;technician;divorced;high.school;0;1;0;telephone;may;wed;6;999;0;0nexistent;1.1;93.994;-36.4;4.859;5191;0
4861;27;NA;single;university.degree;0;0;0;cellular;mar;tue;1;999;0;0nexistent;-1.8;93.369;-34.8;0.655;5008.7;0
4863;45;housemaid;married;basic.4y;NA;0;0;cellular;aug;tue;1;999;0;0nexistent;1.4;93.444;-36.1;4.968;5228.1;0
4864;31;technician;single;university.degree;0;NA;NA;telephone;apr;tue;1;999;0;0nexistent;-1.8;93.075;-47.1;1.405;5099.1;0
4866;52;NA;married;basic.4y;0;0;1;telephone;jun;mon;17;999;0;0nexistent;1.4;94.465;-41.8;4.961;5228.1;0
4867;25;student;single;university.degree;0;1;1;telephone;sep;mon;1;999;0;0nexistent;-1.1;94.199;-37.5;0.882;4963.6;0
4868;55;management;married;university.degree;0;1;1;cellular;jul;thu;1;999;0;0nexistent;1.4;93.918;-42.7;4.968;5228.1;0
4869;33;services;married;university.degree;0;1;0;telephone;may;tue;1;999;0;0nexistent;1.1;93.994;-36.4;4.856;5191;0
4870;35;admin.;divorced;high.school;0;1;1;telephone;may;mon;2;999;1;failure;-1.8;92.893;-46.2;1.299;5099.1;0
4871;31;admin.;married;university.degree;0;1;1;cellular;aug;fri;2;999;0;0nexistent;1.4;93.444;-36.1;4.963;5228.1;0
4872;32;admin.;married;university.degree;0;0;0;telephone;may;tue;1;999;0;0nexistent;1.1;93.994;-36.4;4.857;5191;0
4873;51;unemployed;married;basic.9y;NA;0;0;telephone;jun;fri;2;999;0;0nexistent;1.4;94.465;-41.8;4.959;5228.1;0
4874;44;blue-collar;married;basic.9y;NA;1;0;cellular;may;mon;2;999;1;failure;-1.8;92.893;-46.2;1.299;5099.1;0
4875;71;retired;married;NA;0;1;1;cellular;dec;thu;1;999;1;failure;-3;92.713;-33;0.714;5023.5;0
4876;31;technician;single;university.degree;0;1;0;cellular;jul;fri;6;999;0;0nexistent;1.4;93.918;-42.7;4.957;5228.1;0
4878;32;self-employed;single;university.degree;0;1;0;cellular;sep;wed;1;999;0;0nexistent;-3.4;92.379;-29.8;0.781;5017.5;0
4879;38;blue-collar;married;basic.6y;0;1;0;cellular;may;tue;1;999;0;0nexistent;-1.8;92.893;-46.2;1.344;5099.1;1
